cohort,record_id,subject_id,record_path,cache_path,num_beats,num_segments
"01.Holter(Local Clinic), 124 records)",DN080_7149_20210903,"01.Holter(Local Clinic), 124 records)::DN080","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN080_7149_20210903.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN080_7149_20210903",74909,17
"01.Holter(Local Clinic), 124 records)",DN044_7130_20210903,"01.Holter(Local Clinic), 124 records)::DN044","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN044_7130_20210903.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN044_7130_20210903",59472,219
"01.Holter(Local Clinic), 124 records)",DN113_7150_20210930,"01.Holter(Local Clinic), 124 records)::DN113","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN113_7150_20210930.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN113_7150_20210930",58932,16
"01.Holter(Local Clinic), 124 records)",DN031_7128_20210820,"01.Holter(Local Clinic), 124 records)::DN031","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN031_7128_20210820.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN031_7128_20210820",49215,6
"01.Holter(Local Clinic), 124 records)",DN017_7120_20210909,"01.Holter(Local Clinic), 124 records)::DN017","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN017_7120_20210909.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN017_7120_20210909",32755,83
"01.Holter(Local Clinic), 124 records)",DN066_7141_20210821,"01.Holter(Local Clinic), 124 records)::DN066","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN066_7141_20210821.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN066_7141_20210821",69319,18
"01.Holter(Local Clinic), 124 records)",DN020_7121_20210910,"01.Holter(Local Clinic), 124 records)::DN020","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN020_7121_20210910.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN020_7121_20210910",25488,38
"01.Holter(Local Clinic), 124 records)",DN117_7150_20211013,"01.Holter(Local Clinic), 124 records)::DN117","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN117_7150_20211013.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN117_7150_20211013",69804,46
"01.Holter(Local Clinic), 124 records)",DN097_7150_20210825,"01.Holter(Local Clinic), 124 records)::DN097","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN097_7150_20210825.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN097_7150_20210825",65600,22
"01.Holter(Local Clinic), 124 records)",DN070_7142_20210819,"01.Holter(Local Clinic), 124 records)::DN070","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN070_7142_20210819.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN070_7142_20210819",74002,37
"01.Holter(Local Clinic), 124 records)",DN059_7139_20210913,"01.Holter(Local Clinic), 124 records)::DN059","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN059_7139_20210913.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN059_7139_20210913",60198,7
"01.Holter(Local Clinic), 124 records)",DN048_7134_20210811,"01.Holter(Local Clinic), 124 records)::DN048","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN048_7134_20210811.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN048_7134_20210811",59200,30
"01.Holter(Local Clinic), 124 records)",DN055_7138_20210914,"01.Holter(Local Clinic), 124 records)::DN055","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN055_7138_20210914.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN055_7138_20210914",64362,6
"01.Holter(Local Clinic), 124 records)",DN099_7150_20210830,"01.Holter(Local Clinic), 124 records)::DN099","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN099_7150_20210830.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN099_7150_20210830",54353,145
"01.Holter(Local Clinic), 124 records)",DN024_7125_20210903,"01.Holter(Local Clinic), 124 records)::DN024","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN024_7125_20210903.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN024_7125_20210903",69610,26
"01.Holter(Local Clinic), 124 records)",DN067_7141_20210827,"01.Holter(Local Clinic), 124 records)::DN067","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN067_7141_20210827.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN067_7141_20210827",67353,2
"01.Holter(Local Clinic), 124 records)",DN010_7118_20210806,"01.Holter(Local Clinic), 124 records)::DN010","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN010_7118_20210806.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN010_7118_20210806",57702,83
"01.Holter(Local Clinic), 124 records)",DN058_7139_20210911,"01.Holter(Local Clinic), 124 records)::DN058","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN058_7139_20210911.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN058_7139_20210911",72205,18
"01.Holter(Local Clinic), 124 records)",DN114_7150_20211005,"01.Holter(Local Clinic), 124 records)::DN114","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN114_7150_20211005.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN114_7150_20211005",48263,7
"01.Holter(Local Clinic), 124 records)",DN088_7149_20210929,"01.Holter(Local Clinic), 124 records)::DN088","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN088_7149_20210929.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN088_7149_20210929",35251,21
"01.Holter(Local Clinic), 124 records)",DN061_7140_20210824,"01.Holter(Local Clinic), 124 records)::DN061","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN061_7140_20210824.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN061_7140_20210824",2970,4
"01.Holter(Local Clinic), 124 records)",DN032_7128_20210824,"01.Holter(Local Clinic), 124 records)::DN032","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN032_7128_20210824.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN032_7128_20210824",68461,20
"01.Holter(Local Clinic), 124 records)",DN054_7138_20210911,"01.Holter(Local Clinic), 124 records)::DN054","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN054_7138_20210911.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN054_7138_20210911",69420,55
"01.Holter(Local Clinic), 124 records)",DN049_7134_20210817,"01.Holter(Local Clinic), 124 records)::DN049","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN049_7134_20210817.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN049_7134_20210817",60046,18
"01.Holter(Local Clinic), 124 records)",DN098_7150_20210827,"01.Holter(Local Clinic), 124 records)::DN098","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN098_7150_20210827.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN098_7150_20210827",62719,23
"01.Holter(Local Clinic), 124 records)",DN007_7116_20210924,"01.Holter(Local Clinic), 124 records)::DN007","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN007_7116_20210924.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN007_7116_20210924",65199,28
"01.Holter(Local Clinic), 124 records)",DN002_7000_20210928,"01.Holter(Local Clinic), 124 records)::DN002","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN002_7000_20210928.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN002_7000_20210928",57143,7
"01.Holter(Local Clinic), 124 records)",DN063_7140_20210911,"01.Holter(Local Clinic), 124 records)::DN063","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN063_7140_20210911.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN063_7140_20210911",76564,42
"01.Holter(Local Clinic), 124 records)",DN035_7128_20210930,"01.Holter(Local Clinic), 124 records)::DN035","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN035_7128_20210930.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN035_7128_20210930",59482,21
"01.Holter(Local Clinic), 124 records)",DN036_7128_20211018,"01.Holter(Local Clinic), 124 records)::DN036","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN036_7128_20211018.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN036_7128_20211018",14823,27
"01.Holter(Local Clinic), 124 records)",DN037_7129_20210823,"01.Holter(Local Clinic), 124 records)::DN037","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN037_7129_20210823.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN037_7129_20210823",74230,132
"01.Holter(Local Clinic), 124 records)",DN045_7130_20210910,"01.Holter(Local Clinic), 124 records)::DN045","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN045_7130_20210910.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN045_7130_20210910",56282,270
"01.Holter(Local Clinic), 124 records)",DN120_7150_20211019,"01.Holter(Local Clinic), 124 records)::DN120","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN120_7150_20211019.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN120_7150_20211019",54582,6
"01.Holter(Local Clinic), 124 records)",DN012_7118_20210820,"01.Holter(Local Clinic), 124 records)::DN012","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN012_7118_20210820.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN012_7118_20210820",51343,26
"01.Holter(Local Clinic), 124 records)",DN115_7150_20211007,"01.Holter(Local Clinic), 124 records)::DN115","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN115_7150_20211007.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN115_7150_20211007",50845,9
"01.Holter(Local Clinic), 124 records)",DN062_7140_20210902,"01.Holter(Local Clinic), 124 records)::DN062","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN062_7140_20210902.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN062_7140_20210902",52186,18
"01.Holter(Local Clinic), 124 records)",DN023_7125_20210812,"01.Holter(Local Clinic), 124 records)::DN023","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN023_7125_20210812.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN023_7125_20210812",55409,40
"01.Holter(Local Clinic), 124 records)",DN042_7130_20210823,"01.Holter(Local Clinic), 124 records)::DN042","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN042_7130_20210823.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN042_7130_20210823",66078,121
"01.Holter(Local Clinic), 124 records)",DN104_7150_20210909,"01.Holter(Local Clinic), 124 records)::DN104","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN104_7150_20210909.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN104_7150_20210909",55998,83
"01.Holter(Local Clinic), 124 records)",DN105_7150_20210910,"01.Holter(Local Clinic), 124 records)::DN105","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN105_7150_20210910.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN105_7150_20210910",44486,28
"01.Holter(Local Clinic), 124 records)",DN050_7134_20210918,"01.Holter(Local Clinic), 124 records)::DN050","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN050_7134_20210918.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN050_7134_20210918",72839,17
"01.Holter(Local Clinic), 124 records)",DN015_7119_20210831,"01.Holter(Local Clinic), 124 records)::DN015","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN015_7119_20210831.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN015_7119_20210831",51966,77
"01.Holter(Local Clinic), 124 records)",DN108_7150_20210916,"01.Holter(Local Clinic), 124 records)::DN108","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN108_7150_20210916.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN108_7150_20210916",70621,150
"01.Holter(Local Clinic), 124 records)",DN068_7141_20210901,"01.Holter(Local Clinic), 124 records)::DN068","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN068_7141_20210901.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN068_7141_20210901",70068,71
"01.Holter(Local Clinic), 124 records)",DN103_7150_20210907,"01.Holter(Local Clinic), 124 records)::DN103","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN103_7150_20210907.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN103_7150_20210907",78373,50
"01.Holter(Local Clinic), 124 records)",DN009_7117_20210807,"01.Holter(Local Clinic), 124 records)::DN009","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN009_7117_20210807.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN009_7117_20210807",35729,30
"01.Holter(Local Clinic), 124 records)",DN090_7149_20211005,"01.Holter(Local Clinic), 124 records)::DN090","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN090_7149_20211005.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN090_7149_20211005",40096,145
"01.Holter(Local Clinic), 124 records)",DN041_7130_20210820,"01.Holter(Local Clinic), 124 records)::DN041","/tmp/hicardi_01only/01.Holter(Local Clinic), 124 records)/DN041_7130_20210820.mat","/home/isplab/workspace/ECG_Classification_HiCardi/hicardi_beat_cache_01holter/cohorts/01.Holter(Local Clinic), 124 records)/DN041_7130_20210820",71400,64
